343,998783
344,998876
345,998751
346,999158
347,999418
348,999700
349,1001540
350,999834
351,1001265
352,1001353
353,1000445
354,1001349
355,1000398
356,999595
357,1000154
358,998790
359,999476
360,1001511
361,999494
362,999939
363,1000993
364,998686
365,1001769
366,1000623
367,997228
368,999800
369,1000912
370,1000211
371,998703
372,1000867
373,1000356
374,998846
375,997485
376,1001415
377,999927
378,1000765
379,998921
380,999854
381,999617
382,1000314
383,1000981
384,1001105
385,1000955
386,999784
387,999506
388,1001280
389,1001189
390,999023
391,999792
392,1001152
393,1001455
394,999806
395,1000957
396,1000794
397,1001301
398,998269
399,1000678
400,999422
401,999966
402,998317
403,999120
404,1000440
405,998087
406,999849
407,1000642
408,998247
409,1001543
410,999450
411,1000391
412,999946
413,1000670
414,999245
415,999147
416,999722
417,1000195
418,999780
419,1000559
420,1000687
421,1001903
422,1002838
423,999748
424,998608
425,999987
426,1000300
427,1001029
428,999792
429,998788
430,999763
431,1000363
432,1001025
433,1000873
434,998514
435,1000639
436,1000014
437,998462
438,998783
439,999557
440,1001058
441,1001126
442,998476
443,999461
444,999382
445,999905
446,1001460
447,999702
448,999034
449,999506
450,999683
451,1000301
452,1002217
453,999867
454,999982
455,999925
456,1000120
457,998471
458,1000294
459,1000809
460,999837
461,1001309
462,1000597
463,998328
464,999741
465,1001668
466,999151
467,1001612
468,1002337
469,1000617
470,1000658
471,1002734
472,998862
473,1000724
474,1001201
475,1000216
476,999042
477,1000956
478,1001819
479,999480
480,1000672
481,998661
482,998730
483,999624
484,998703
485,1000077
486,998680
487,998571
488,999355
489,1000320
490,1001221
491,998391
492,999337
493,999532
494,1000294
495,998749
496,999268
497,998461
498,998999
499,999823
500,999290
501,999798
502,998396
503,1000954
504,999235
505,999651
506,1000011
507,999752
508,999245
509,1001640
510,996776
511,1001268
512,1002018
513,998763
514,999560
515,1000770
516,1001244
517,1000082
518,1000068
519,1000328
520,998985
521,999786
522,998321
523,998915
524,1000935
525,999361
526,998871
527,1000903
528,999024
529,1000036
530,1002337
531,999447
532,997990
533,999060
534,999237
535,999431
536,1000156
537,1000672
538,999478
539,998950
540,1000135
541,999949
542,1000300
543,1000018
544,1000142
545,1000086
546,1000878
547,999047
548,999250
549,999790
550,999098
551,1002052
552,999678
553,999385
554,998874
555,999113
556,1002444
557,998089
558,1002680
559,998878
560,1001486
561,998913
562,999225
563,1001386
564,998995
565,1000821
566,999716
567,1001193
568,998900
569,1000591
570,999487
571,999780
572,999854
573,1000218
574,1000191
575,1000659
576,998667
577,998963
578,1000900
579,1000285
580,1000691
581,1000272
582,1000103
583,1000989
584,1002091
585,1000042
586,999584
587,999372
588,998146
589,998513
590,999811
591,1002298
592,1000249
593,999559
594,999231
595,999295
596,1000719
597,1001241
598,1000623
599,1000287
600,999797
601,1001346
602,998676
603,1000712
604,1000002
605,999584
606,1000523
607,998715
608,1000731
609,1001941
610,1000272
611,1001060
612,999167
613,1001429
614,1001517
615,999738
616,999826
617,998613
618,1000470
619,999041
620,999723
621,999436
622,999188
623,998969
624,999192
625,998963
626,999322
627,1000405
628,998709
629,999394
630,1000193
631,998425
632,998699
633,999836
634,999318
635,1001149
636,999009
637,998362
638,999430
639,999637
640,999163
641,1000357
642,1000894
643,1001089
644,999460
645,1000826
646,999435
647,999501
648,999980
649,997611
650,1000906
651,999140
652,1001025
653,1000014
654,998146
655,999651
656,999732
657,1001718
658,1000498
659,1001053
660,1000756
661,1000697
662,1001959
663,998891
664,1000276
665,998409
666,1000338
667,1000296
668,999796
669,1000110
670,997859
671,1000929
672,998956
673,998341
674,998893
675,1001064
676,998641
677,1000508
678,1001934
679,1002429
680,1000390
681,1000742
682,1001075
683,998186
684,999062
685,1000003
686,1001022
687,999574
688,999482
689,1000032
690,1001215
691,998734
692,999264
693,999804
694,999943
695,998832
696,998767
697,1000180
698,999225
699,999710
700,1000376
701,1000975
702,998794
703,999720
704,1000961
705,1000042
706,1000049
707,1001080
708,1000550
709,1000667
710,1001566
711,1000741
712,1000635
713,1000312
714,998802
715,998829
716,1000634
717,999933
718,1000499
719,1001428
720,1000878
721,999813
722,1001160
723,999303
724,999168
725,1000407
726,1000524
727,998836
728,999119
729,999588
730,999266
731,999901
732,1000476
733,998062
734,999632
735,998806
736,999475
737,998840
738,998300
739,999560
740,1000046
741,999010
742,999080
743,1000966
744,998480
745,997143
746,999649
747,999748
748,998626
749,998800
750,999840
751,1000672
752,999316
753,999300
754,1001809
755,1000589
756,998600
757,1000701
758,1000481
759,1000187
760,999633
761,1001140
762,1000016
763,1000675
764,1002174
765,999673
766,1000274
767,999180
768,1000662
769,999108
770,999174
771,999253
772,1002301
773,1000370
774,999433
775,999155
776,999187
777,1000251
778,998901
779,998385
780,1000247
781,999400
782,1000688
783,1000991
784,999080
785,1001953
786,1001157
787,999283
788,998902
789,1000149
790,999011
791,999667
792,998531
793,1000016
794,999909
795,998302
796,999829
797,998926
798,1000620
799,1000603
800,1000826
801,999897
802,999911
803,999542
804,999485
805,1000096
806,999374
807,1002537
808,1000197
809,999924
810,1000446
811,999602
812,1001456
813,1000673
814,1000820
815,999076
816,1000296
817,1000912
818,1000015
819,999307
820,999686
821,999894
822,999711
823,1000936
824,999506
825,1000033
826,998980
827,1001731
828,1001335
829,1001139
830,1000623
831,1000827
832,1000238
833,1001438
834,1001838
835,999811
836,999452
837,1000613
838,1001346
839,1000015
840,1000352
841,999703
842,999997
843,999758
844,998944
845,999406
846,999818
847,999018
848,999437
849,1001887
850,999073
851,999355
852,998726
853,1000680
854,998606
855,998080
856,1001501
857,1001565
858,998896
859,1000695
860,1000066
861,999642
862,999892
863,1001405
864,1000022
865,999802
866,999501
867,1000063
868,1000406
869,999803
870,998874
871,1001150
872,1000177
873,1000445
874,1000771
875,999064
876,1000075
877,998809
878,1000688
879,1001737
880,999315
881,999380
882,999866
883,998391
884,998463
885,1000934
886,998946
887,997974
888,996933
889,1000085
890,999865
891,1000663
892,999710
893,999659
894,1001076
895,998384
896,999861
897,999656
898,1000771
899,999220
900,1000534
901,999993
902,1000809
903,999570
904,1000536
905,1001889
906,1000576
907,1001791
908,1001036
909,998292
910,1000778
911,999876
912,998548
913,998686
914,997941
915,999281
916,999259
917,998850
918,998485
919,999356
920,999047
921,999640
922,1000625
923,1000873
924,999654
925,1000172
926,999884
927,1000176
928,998865
929,1000191
930,1000980
931,1000310
932,999893
933,1000475
934,1000595
935,1000879
936,1001376
937,999553
938,1000583
939,1000955
940,1001155
941,998525
942,999350
943,999646
944,1000360
945,1000013
946,999273
947,999906
948,999577
949,999520
950,999993
951,1000168
952,999215
953,999396
954,1001772
955,1000453
956,999808
957,999818
958,1000302
959,1000930
960,999262
961,1000885
962,999625
963,1000088
964,999635
965,1002248
966,999505
967,1000260
968,999568
969,1000764
970,1000277
971,999618
972,998889
973,999883
974,999615
975,1000366
976,1000442
977,999579
978,1000891
979,1000597
980,998517
981,998968
982,1000622
983,1000777
984,1001850
985,1000528
986,1001788
987,999835
988,1001508
989,1000327
990,999210
991,1000506
992,999993
993,999872
994,1000055
995,999538
996,1001292
997,999071
998,998912
999,1000611
